body_temperature,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,health_status
39.1,11,16,5551,6.8,4,37,1.9,14.3,4,2,unhealthy
39,9.9,14,5101,7.2,1,45,1.3,14.5,5.5,2,unhealthy
38.1,23.4,18,13257,4,4,61,3.2,13.9,5.8,2,healthy
39.4,15.1,31,10811,4.8,1,64,3.2,12.5,7,2,healthy
39.1,15.5,14,6051,7.2,3,40,1.3,14.3,5.7,1,unhealthy
37.6,15.1,35,12785,4.1,3,83,3.6,12.1,7,1,healthy
39.2,16,34,5905,6.8,1,69,2.7,14.4,4.2,3,unhealthy
38.9,14.1,20,6578,7.2,1,41,1.3,6.6,5.2,3,unhealthy
39.1,14.1,18,9550,7.1,3,50,1.7,12.4,7,3,unhealthy
38,14.6,19,12967,3.9,3,70,2.4,12.8,6,4,healthy
39.2,14.9,14,6616,7.2,1,44,2.4,13.8,4.7,2,unhealthy
39.4,15.7,23,5966,7.2,1,56,1.4,13.6,6.9,4,healthy
38,12.5,26,12557,4.8,4,64,4.1,12.6,7,4,healthy
37.8,14.4,30,13257,3.7,1,83,1.9,12.3,6.6,3,unhealthy
38.8,13.5,15,6170,6.4,3,38,1.3,14.8,4.7,3,unhealthy
37.9,25.8,49,12138,3.7,1,72,3.1,12,6.3,3,healthy
39.2,16.3,14,7423,6.7,4,40,1.5,14.4,6.3,3,unhealthy
39,17.8,16,6091,7.2,2,43,2.4,12.8,4.3,3,healthy
37.8,13.9,30,12231,4.9,2,62,2.3,14.1,5.9,1,healthy
39,10.8,17,6013,6.6,3,37,2.5,13.9,3.1,2,unhealthy
38.9,12.9,16,6042,7.2,2,42,1.3,14.5,6,1,unhealthy
39.4,17.7,14,5004,7.2,3,45,2.5,15.2,3.1,4,unhealthy
39.5,5.1,14,5004,7.2,2,49,1.4,14.5,4.6,3,unhealthy
38.1,23,36,11841,4.1,3,75,1.6,11.5,6.4,3,healthy
38,14.4,18,13257,4.2,1,64,2.5,12.6,7,3,healthy
38,11.1,39,12824,4.6,1,61,3,11.6,5.2,2,healthy
37.9,21.4,15,12203,4.8,4,83,3.6,11.3,7,3,healthy
37.7,10.7,26,12830,3.6,1,70,3.1,11.6,7,1,healthy
39.2,9.2,17,5347,7.2,3,44,1.3,14.8,4.9,4,unhealthy
37.7,10.7,21,13257,3.3,3,83,2.4,11.5,7,2,healthy
39.5,13.7,14,5477,7.2,2,43,1.3,14.5,4.1,3,unhealthy
38.9,10.6,14,6799,6.9,4,39,1.3,13.5,4.8,2,unhealthy
38.9,11.5,17,5919,7.2,1,37,1.3,13.7,3.3,1,unhealthy
37.7,12.5,29,7751,3.5,3,51,2.4,13,7,3,unhealthy
39.1,12,14,6838,6.8,3,79,1.8,12.8,4.6,2,unhealthy
39.7,6.6,14,6626,7.2,3,37,1.3,13.1,5.4,2,healthy
37.8,14,25,6391,4.5,3,68,2.8,12.5,5.5,3,unhealthy
39.3,12.7,14,6065,7.2,2,48,1.3,13.9,5,3,unhealthy
38,26,35,11720,4.8,3,83,2.5,11.6,7,2,healthy
38.1,12.5,29,12021,6.8,1,73,2.3,14.2,7,3,unhealthy
39,13.7,14,6134,7.2,3,37,2.3,13.4,7,3,unhealthy
39.2,15.8,18,13257,3.5,3,45,1.5,12.5,5.4,1,healthy
39.7,5.1,15,5791,7.2,2,42,1.3,14.4,3.7,3,unhealthy
39.4,14.4,14,5004,7,3,40,1.3,14.7,5.7,3,unhealthy
37.9,25.3,17,11972,4.3,1,77,3,13.3,7,3,healthy
39.5,5.4,14,6271,6.4,4,37,1.4,14.9,3,3,unhealthy
37.8,12.9,14,8898,7.2,2,48,3.2,14.3,6.7,2,unhealthy
37.7,11.1,19,5198,7.2,3,51,2.4,6,6.7,4,healthy
39.5,15.1,16,6543,7.2,1,49,1.5,14.8,5,2,unhealthy
37.8,24.6,35,12650,4.7,4,83,2,12.3,7,4,healthy
38,22.7,34,11846,4.6,4,83,2.8,11.8,5.4,3,healthy
39.3,6.2,19,7527,7.1,1,42,1.6,14.7,4.8,3,healthy
38.1,10.4,26,10976,5.1,4,77,1.4,11.6,6.8,3,healthy
38.2,17,45,10854,4.6,1,48,2.8,12.1,5.6,2,healthy
39.6,5.6,20,5760,7.2,4,49,2.1,10.9,4.1,1,unhealthy
38,20.5,24,12598,4.5,1,73,2,11.1,6.6,3,healthy
39.3,15.3,14,13194,7.2,2,46,2.4,14.2,5.1,2,unhealthy
38,20.7,28,12409,3.2,3,45,2.6,11.7,7,4,healthy
39.4,12.7,14,5051,7.2,3,38,1.9,15.3,4.3,3,unhealthy
37.8,15.2,20,10933,4.5,3,73,3.3,12.4,7,3,healthy
37.9,8.5,43,6190,4.5,1,70,2,12,7,2,unhealthy
37.8,20,31,12534,4.5,3,76,3.5,11.3,7,4,healthy
39.5,12.7,14,11174,7.2,2,44,1.8,14.2,4.2,3,healthy
38,15.6,25,12856,4,4,73,2.7,11.8,6.6,3,healthy
40,21.9,25,5536,4.4,1,45,1.5,15.2,6.6,3,unhealthy
37.6,20.6,28,12085,7.2,5,53,2.4,12.6,7,3,healthy
39.1,11.2,29,9745,4.6,2,58,3,11.7,6.3,2,healthy
39.3,14.4,14,5621,7.2,2,68,1.6,14.2,6.8,2,unhealthy
37.9,10.7,19,6418,3.8,1,43,1.8,13.9,3.6,3,unhealthy
38.3,14.3,14,12649,7.2,3,52,1.8,12.3,4,3,unhealthy
39.4,16.6,16,5801,6.8,3,43,1.3,14.2,4.1,3,healthy
39.1,5.1,14,5004,7.2,3,50,1.3,14.5,5.4,2,unhealthy
39.2,7.3,14,6182,6.8,3,43,2,14.1,4.9,2,unhealthy
39.2,13.9,14,5475,7.2,1,50,1.3,14,3.7,3,unhealthy
39,16.5,21,5949,7.2,4,43,2,14.1,5.4,1,healthy
37.9,25.9,34,11505,4.8,2,74,2.3,12.3,7,3,healthy
39.8,17.2,29,5246,7.2,1,37,1.3,13.2,3.7,1,unhealthy
39.5,22.6,25,12182,4.4,2,49,1.3,12.4,5.2,3,healthy
40,15.3,19,5731,7.2,1,43,1.3,14.2,3,2,unhealthy
38,15.5,43,11677,4.2,3,83,2.1,12.2,7,4,healthy
37.9,11.7,15,12942,4.3,2,52,1.8,13.2,4.5,1,healthy
39.2,7.3,17,6026,6.6,1,46,1.3,13.6,5.3,2,unhealthy
39.1,5.1,14,7402,7.1,3,45,1.3,13.5,4.2,3,unhealthy
39,10.2,14,5004,7.2,2,38,1.3,15,5.7,3,unhealthy
39.6,14.8,34,12045,4.6,1,83,1.9,15,5.9,3,unhealthy
39.2,7.3,22,6595,7.2,1,45,1.9,14.1,5.4,3,unhealthy
39.3,7.7,17,6194,6.8,3,37,1.7,13.5,3.6,3,unhealthy
37.8,24.2,23,13257,4.3,3,80,2.8,13.7,6.7,4,healthy
38.4,12.4,33,13141,4.9,3,79,2.2,14.8,6.3,2,healthy
37.8,26,25,12902,4.3,3,81,3.3,12,6.8,4,healthy
39.3,18.2,14,6332,7.2,3,43,2.9,14.6,5.9,1,unhealthy
39.4,17.5,14,5671,7,1,37,2.4,13.9,5.3,2,unhealthy
38,9.8,27,12422,3.3,1,70,2.3,12.9,7,2,healthy
39.3,5.1,16,6310,7.2,1,48,1.3,14.2,4.2,3,unhealthy
39.8,14,18,12776,3.8,3,45,2.2,13,3.5,2,unhealthy
39.6,14,21,5343,6.7,2,53,1.3,14.5,4.9,4,unhealthy
39.7,26.5,14,5117,7.2,1,39,2.9,14.6,5.9,3,unhealthy
38,18.8,37,13257,4.4,3,54,2.3,12.9,6.2,3,healthy
37.9,10,14,5738,7.2,3,40,1.6,15.7,4.8,2,healthy
38.8,11.6,14,6022,7.2,3,45,1.4,14.1,3.6,2,unhealthy
37.8,13,18,12752,4.6,2,50,1.6,11.6,3.3,3,healthy
38.5,16.1,25,11249,4.1,3,72,1.7,11.8,5.4,3,healthy
37.8,14.3,34,13257,3.8,1,70,2.1,11.8,7,4,healthy
38,20.6,28,12395,4.5,4,65,3.4,11.3,6.7,4,healthy
37.8,5.6,17,5599,6.9,3,41,1.9,14.3,7,2,unhealthy
39.1,15.1,14,7917,7.2,1,45,1.8,15.4,4.7,3,unhealthy
39.7,15.7,17,6118,6.3,3,48,1.8,13.8,4.5,3,unhealthy
39.4,16.7,20,5719,6.7,1,41,2.9,14.4,3,3,unhealthy
37.8,11.4,27,11975,4.7,4,83,3.5,11.5,7,4,healthy
37.7,20.6,22,12596,4.5,3,81,2.8,12,7,3,healthy
39.7,9.9,14,6517,7.2,4,37,1.3,14.2,4.3,3,unhealthy
39.5,14.6,18,10847,7.2,1,55,2,14.7,5.3,3,unhealthy
39.1,9.5,14,6687,7.2,1,42,1.3,14.5,3.9,1,unhealthy
39.5,5.1,18,5004,7.2,3,57,1.4,13.8,5.3,1,unhealthy
38,22.1,36,12725,4.2,3,66,3.7,12.3,6.7,3,healthy
39.1,17.7,17,5831,6.4,3,45,1.8,13.4,3,3,unhealthy
39.1,13.4,14,5768,6.6,1,39,1.5,14.7,4.3,3,unhealthy
39.4,7.9,14,6155,7.2,1,37,1.3,13.6,5.1,2,unhealthy
38.1,14.6,30,12040,6.9,1,47,2.2,14.2,4.2,1,unhealthy
37.7,15.3,37,12777,4.6,4,65,1.7,11.2,7,4,healthy
39.2,12.2,15,6922,6.5,4,41,1.3,14.4,3.3,3,unhealthy
39.4,13.7,29,6159,7.2,1,49,1.9,14.2,3.1,1,unhealthy
38.9,12.2,14,5344,7.2,4,49,1.3,14,4,1,unhealthy
39.8,16.1,29,12040,4.4,2,51,2.5,15.2,6.1,3,healthy
39.1,14.9,17,5647,7.2,1,52,1.7,14.3,3.9,3,healthy
39.6,5.9,14,6251,6.8,1,37,1.3,14.7,4.5,3,unhealthy
37.9,21.4,16,8077,4.8,2,64,2.4,12.9,6.2,2,healthy
37.6,16.2,24,11182,3.3,3,76,3.4,11.9,7,3,healthy
37.8,21.8,19,12252,5,3,83,3.2,11.7,7,3,healthy
39.2,13.1,14,5004,7.1,3,38,2.2,14.7,3.6,1,unhealthy
37.2,12.6,32,6134,4.3,3,79,2.1,12.8,7,1,healthy
38,15.1,24,11811,3,3,83,2.3,12.2,7,3,healthy
39,9.1,14,6237,6.7,3,50,1.6,15,5.9,2,unhealthy
38.9,13.5,14,6550,7,3,40,1.3,15.5,4.7,3,unhealthy
39.3,13.4,14,5570,6.8,2,56,2.3,14.8,4.1,3,unhealthy
39.5,13.9,16,5906,4.1,1,48,1.8,14.6,4,1,unhealthy
37.9,22,20,11236,4.2,4,42,3.9,12.2,6.9,3,unhealthy
37.6,11.9,33,11725,4.9,3,65,3,14.4,6.9,4,healthy
39.1,7,14,6040,6.5,3,44,2.5,15.4,5.5,2,unhealthy
38.8,12.4,36,12837,4.8,3,74,1.3,10.8,5.3,3,healthy
38.9,7.2,14,6383,7.1,3,37,1.3,14.1,4.8,1,unhealthy
39,6.8,17,5618,7.2,3,42,1.3,15.4,3.8,1,unhealthy
39.4,14.4,14,5004,7.2,1,39,1.4,16.4,5.5,3,unhealthy
39.6,10,34,12750,4.6,1,58,2,14.7,6.1,2,healthy
39.7,17,20,6891,5.9,2,40,2.2,15,3.6,2,unhealthy
39.3,11.7,20,7118,7.2,2,43,1.3,14.8,3,3,unhealthy
39.2,8.1,16,6946,7.2,1,47,1.5,14.1,5.8,3,unhealthy
37.9,15.9,47,11894,4.8,1,79,3.1,11.9,6.7,2,healthy
39.2,12.2,29,5865,6.6,1,37,1.3,14.9,4.8,3,unhealthy
39.3,16.4,27,11827,4.6,2,37,2,14.8,4.6,1,healthy
38,8.6,25,12564,4.1,3,37,3,11.5,6.5,4,healthy
37.9,17.4,39,12114,3.2,1,75,2.6,13.1,6.8,4,healthy
39.3,8.6,16,5004,7.2,2,46,1.3,14.5,3.6,2,unhealthy
39,12.7,14,5106,7.2,2,37,2.6,13.6,4.8,2,unhealthy
39,14.8,42,12923,3.8,2,38,3.2,14.3,6.1,4,healthy
38,20.3,35,13123,4.8,2,76,2.6,11,7,3,healthy
39,10.5,14,5715,6,3,42,1.5,14.7,3.9,3,unhealthy
39.1,15.4,18,5004,6.7,4,50,1.3,14,4.4,4,unhealthy
39.1,10.1,14,6303,7.1,1,42,2.3,14.1,5.2,1,unhealthy
39.2,17.3,15,5938,7.2,1,53,1.3,16,4.3,1,unhealthy
39.1,6.3,14,5004,7.2,3,42,1.3,14.1,4.3,2,unhealthy
37.8,13.1,37,7060,4.7,3,83,1.3,12.1,6.9,5,healthy
36.4,15.4,17,6612,6.3,2,45,2.9,14.8,7,4,unhealthy
39.4,9.8,22,12089,4.7,3,64,2.1,12.1,6.2,3,healthy
39.8,13.9,37,12614,2.9,1,61,2.5,12.3,5.3,3,unhealthy
37.6,5.1,16,7302,6.7,2,40,2.7,14.2,3.1,1,unhealthy
37.8,12.1,17,12527,3.9,4,69,2.9,12.2,7,3,healthy
39.4,12.7,18,7865,7.2,3,42,1.5,12.1,6.4,2,healthy
38.9,5.6,15,12936,4.4,1,51,2.3,13.3,5.4,3,unhealthy
39.8,13.4,16,5498,7.2,5,50,1.3,14.5,4.2,2,unhealthy
38.5,17.2,49,11950,4.5,2,68,2.9,12.6,5.7,3,healthy
37.9,13.2,25,12132,4.6,1,83,2.8,11.5,6.8,4,healthy
38.1,11,40,12692,5.1,4,56,2.5,11.3,7,3,healthy
39.1,11.2,15,6114,6.5,3,43,2.3,12.6,7,2,unhealthy
39.4,14.2,14,5004,7.2,2,51,1.4,13.9,6,3,unhealthy
38,22.2,33,12918,4.3,1,83,3.1,12.3,7,2,healthy
37.9,14.4,42,13257,4.3,3,71,2.1,12.5,6,5,healthy
38.9,13.8,24,5243,6.4,2,66,1.5,13.7,5.1,3,unhealthy
38.9,5.1,14,5417,7.2,3,40,1.3,13.6,5.4,3,healthy
37.9,18.2,40,12950,4.5,1,61,2.9,12.9,7,3,healthy
38.8,8,14,5004,7.1,2,43,1.3,14.1,3.8,3,unhealthy
39.7,7.9,25,6163,7.2,3,42,1.4,15.2,3.2,3,unhealthy
37.9,26.5,44,12952,3.5,1,83,2.1,12,5.4,4,healthy
38.2,12.3,22,12080,3.2,1,42,1.9,11,6.5,2,healthy
37.8,26.5,42,12575,4.6,4,65,2.8,11.9,6.7,3,healthy
39.2,11,14,6247,7.2,1,40,1.5,13.7,3.2,3,unhealthy
39.9,5.1,16,6110,7.2,3,39,1.8,14.4,3.5,4,unhealthy
39.3,12,20,5004,6.8,3,37,2.3,13.9,6.6,3,unhealthy
39.2,13.1,14,6160,7.2,3,39,1.7,15.4,4.2,2,unhealthy
37.7,12.8,19,13054,4.4,1,72,2,12.7,6.7,2,healthy
37.9,15.8,28,12237,4.4,1,83,2,11.9,6.7,4,unhealthy
38.8,7.2,14,6311,7.2,3,42,3.6,15,4.5,2,unhealthy
37.8,26.2,30,7955,3.8,4,51,3.4,11.9,7,1,healthy
37.9,24.1,29,12572,3.7,3,61,2.1,11.6,5.2,3,healthy
37.9,14,20,12547,3.9,3,58,3.2,12.4,5.2,1,healthy
38.1,11.8,39,12927,3.6,4,63,1.6,12.5,6.8,3,healthy
39,12.2,15,5004,6.3,2,38,2.3,15.7,4.1,3,unhealthy
39.3,13,14,6897,7.2,2,43,1.8,14.2,3.8,5,unhealthy
39.2,13.2,21,5498,7.2,4,37,1.9,15.1,3.1,2,unhealthy
39.9,5.1,21,6616,7.2,3,48,1.3,13.7,3.9,2,unhealthy
38.2,13.1,32,12000,4.7,4,83,3.1,13.8,6.3,5,healthy
39.2,12.7,14,5607,7.2,3,52,1.3,15.1,5.3,1,unhealthy
37.9,22.1,26,12075,4.7,2,72,2.6,11.4,6.7,3,healthy
37.9,15.5,38,11159,4.5,3,67,2.3,11.9,5.2,4,healthy
40,14.1,15,5315,6.4,3,39,2.5,14.9,5.3,2,unhealthy
39.5,10.9,20,12648,6.7,3,44,2.8,14.7,4.2,1,unhealthy
37.9,13.2,39,6645,4.3,4,46,1.9,13.8,5.9,1,unhealthy
39.2,17.7,14,5004,7.2,1,51,1.3,14.1,3.8,3,unhealthy
39.3,8.4,18,5610,7.2,3,42,1.9,14.2,4.4,2,unhealthy
38,22.2,22,13257,3.9,2,73,2.8,12.6,7,4,healthy
39.9,14.5,20,12669,4.4,2,40,1.8,12.7,6.1,2,healthy
39,16.6,14,5568,6.5,4,45,2,14.7,3.2,2,unhealthy
38.9,6.8,14,7327,7.2,3,46,1.3,14.8,5.2,2,unhealthy
39.1,12.8,14,6832,7.2,3,52,1.3,14.3,3.3,2,unhealthy
39.5,5.1,24,5240,7.2,3,45,1.3,13.5,4.9,3,unhealthy
37.7,26.5,28,13181,3.4,3,74,2.6,12.8,6.1,3,healthy
39,13.2,14,5004,6.3,3,40,1.3,14.5,5.7,3,healthy
39.6,5.9,25,6024,7,3,37,2.7,13.5,5.5,3,unhealthy
37.7,12.3,38,12448,4.1,2,83,1.7,11.8,6.8,3,healthy
37.9,21.7,24,13257,4.9,1,83,3.4,11.1,7,3,healthy
39.3,13.3,14,6517,7.2,3,45,1.3,14.5,5.2,3,unhealthy
39.8,5.4,23,5004,7.2,2,42,1.3,6,3.4,3,unhealthy
37.8,18.5,37,12682,3.8,1,80,2.7,12.4,7,3,healthy
39.3,10.8,14,6077,6.4,1,38,1.3,16.2,3.5,3,unhealthy
37.8,13.7,23,6593,4.7,3,83,1.7,12.4,7,3,healthy
39.2,17,29,11815,4.4,3,80,2.7,13.3,7,2,healthy
39.1,12.5,14,7820,4.5,3,50,1.8,15,3.7,2,unhealthy
37.8,16.1,18,11859,3,1,42,2.2,12.4,5.1,2,healthy
37.7,12,18,12697,4.8,1,83,1.7,11.2,7,3,healthy
39.5,15.4,22,6168,6.6,3,43,1.6,13.5,4.1,3,healthy
37.7,13.8,34,13001,3.6,1,67,3.9,12.2,7,3,healthy
39.2,8.5,14,6957,7,2,46,1.8,13.7,6,3,unhealthy
37.8,23.5,18,12915,4.7,3,83,2.4,12.4,7,4,healthy
37.8,23.3,18,13257,4.7,3,83,3.5,11.2,7,3,healthy
37.8,11.9,22,12428,4.7,4,77,2.3,11.9,5.6,4,healthy
37.8,13.5,19,13257,3.4,3,53,2.8,14.3,7,3,unhealthy
39.5,12.3,17,6667,4,2,46,1.3,11.1,6.6,5,healthy
37.7,16.8,28,12140,3.2,3,72,2.8,11.9,6.3,3,unhealthy
38.1,14.8,21,12189,4.4,3,53,3.1,12.5,7,4,healthy
39,17,14,5969,6.8,3,44,1.5,14.3,5.2,4,unhealthy
39.3,5.1,29,7162,6.6,2,37,1.3,14.2,3.5,3,unhealthy
39.2,8.2,14,6030,7.2,4,38,2.5,15.2,3,2,unhealthy
39.9,14.2,14,5756,7.2,3,47,1.3,15.3,4.7,2,unhealthy
38.8,10.8,14,6853,7,3,41,1.3,15.1,5.3,3,unhealthy
39.6,14.5,18,13257,7.2,3,37,1.7,12.8,6.2,2,healthy
38,15,14,10210,4.1,2,43,2.5,12.2,6.5,4,healthy
39.5,14.1,20,6290,6.4,3,44,2.7,15.1,6.3,4,unhealthy
39.4,7.3,15,5966,7.1,4,40,2.9,14.4,3.1,4,unhealthy
39,5.1,15,5004,7.2,2,39,1.6,14.2,5.5,3,unhealthy
38.2,12.6,35,11829,4.6,3,70,3.5,11.1,7,3,healthy
37.7,12.8,14,5523,4.4,1,83,3.2,12.8,7,3,unhealthy
39.4,5.1,32,7517,7.2,3,47,1.3,14.5,4.7,3,unhealthy
39.7,5.1,14,5524,7.2,3,41,1.3,14.9,4.6,2,unhealthy
39,7.3,14,5951,6.9,2,43,1.3,13.9,5.5,3,unhealthy
37.6,14.1,27,12784,4.4,1,72,3.4,11.6,6.9,4,healthy
39.1,6.2,16,5788,7.2,4,43,2.6,14,4.2,3,unhealthy
37.6,12.8,24,12771,3.6,3,72,3.3,11.7,7,4,healthy
39.6,11.3,18,6196,7.2,1,41,1.3,14.1,5.1,2,unhealthy
39.1,15,14,5573,7.2,3,48,3.6,13.1,3.5,1,unhealthy
39.6,7.9,14,12510,7.2,1,42,2.7,13.6,5.1,2,unhealthy
37.9,22.2,34,11897,5.1,3,82,2.7,11.5,6.6,2,healthy
38.1,7.9,15,6644,4.3,3,61,3,14.6,6.1,2,unhealthy
39.4,9.7,24,6748,4.2,1,40,3.1,15.3,7,3,unhealthy
39.8,11.5,14,11425,6.7,4,40,1.7,12.6,4.3,2,healthy
39.1,15.6,20,6095,7.2,1,46,1.5,13.8,3,3,unhealthy
37.6,23.4,37,11976,4.3,1,83,1.9,11.6,7,2,healthy
39.6,10,14,6468,7.2,3,44,1.3,13.9,3.3,3,unhealthy
39.5,14.6,14,5712,7.2,1,41,1.3,14,3.7,3,unhealthy
39,11.4,21,5738,6.9,1,49,1.3,13.3,6.8,3,unhealthy
37.8,15.4,23,12375,3.7,1,77,4.1,12.5,5.9,3,healthy
39,15.2,21,5185,7.2,3,50,2.1,14.1,6.9,3,healthy
39.4,14.6,19,5004,6.6,3,37,1.3,14.5,5.6,3,unhealthy
37.9,22.5,25,12514,4.6,1,83,1.4,11.2,6.9,3,healthy
39.4,7.8,14,5828,7.2,2,41,1.8,14.5,5,3,unhealthy
37.9,26.5,31,11600,4.1,4,76,3.8,11.1,6.7,2,healthy
39.1,17.2,14,5055,7.2,4,41,2.1,15.8,4.9,3,healthy
38.3,22.1,22,12693,4.3,2,71,2.8,13.2,6.5,2,healthy
35.5,14.1,14,11557,7.2,1,63,2.9,12,7,3,healthy
39,5.9,14,6686,6.8,3,51,1.3,13.9,5.4,3,unhealthy
39.3,14.5,33,6283,7.2,2,40,4.1,14.8,6.5,3,healthy
38.9,5.1,18,6910,6.5,1,46,1.6,14.7,4.3,2,unhealthy
37.8,13.9,42,12522,4.6,3,65,2.2,13.3,6.7,4,healthy
39.1,13.8,14,7078,6.2,3,38,1.4,14.7,5.3,3,unhealthy
37.9,13,22,10699,2.8,2,51,2.8,12.9,5.2,3,healthy
39.6,5.1,23,6868,7,2,43,1.7,14.1,4.4,2,unhealthy
37.8,23.3,37,12728,4.9,4,76,2.5,12.3,7,4,healthy
38.1,10.7,24,12278,4.2,2,79,3,13.3,6.6,3,healthy
37.2,12.1,16,11955,4.4,3,61,2.9,12.1,7,1,healthy
39.3,17.4,15,5175,7.2,1,46,1.3,15,5.7,2,unhealthy
37.8,22,33,12708,3.4,3,65,2.4,11.1,6.8,4,healthy
38.8,7.8,18,6584,6.3,3,43,1.3,14.3,4.3,3,unhealthy
39.6,15.4,14,5553,6.5,2,50,2.7,16,4.4,5,unhealthy
38,21.9,34,12039,4.9,3,83,2.1,11.6,7,4,healthy
38.2,9.2,34,12798,4.4,3,74,1.8,11.7,6,4,healthy
39.4,16.1,14,7713,6.8,3,44,1.8,13.4,5.8,1,unhealthy
39.4,16.8,14,11779,4.4,1,73,2.9,13.2,7,3,healthy
39.4,6.8,14,5317,7,3,49,1.3,13.7,5.6,3,unhealthy
36.9,13.6,21,12590,3.9,4,71,1.7,12.7,6.7,3,healthy
37.7,11.7,31,12938,4.2,1,78,2.1,11.5,6.8,3,healthy
39.3,8.4,24,7215,6.3,3,48,1.3,7.2,4.4,5,unhealthy
37.7,11.5,25,13257,4.4,4,83,3.2,11.8,4.6,4,healthy
39.9,8.8,14,11798,3.7,1,58,2.4,12.6,5.6,3,healthy
38,11.5,35,13223,3.6,3,81,4.2,11.7,7,4,healthy
39.3,11.9,15,5544,7.2,5,48,1.6,13.9,4.4,1,unhealthy
39.4,12.3,15,11372,5,3,44,3.4,12.2,7,4,unhealthy
39,13.6,14,6887,6,5,44,2.6,15.7,5.2,1,unhealthy
39.1,10.2,14,6854,6.6,2,40,1.5,14.3,5,2,unhealthy
39.4,6.1,14,6611,7.2,1,37,1.4,14.2,4.3,3,unhealthy
39.2,5.7,14,5590,7.2,1,49,3.4,14.8,5.8,1,unhealthy
37.9,21.6,43,11772,4.9,4,69,3,12,7,4,healthy
39.4,5.8,20,6569,4.9,2,48,1.8,12.1,5.6,1,unhealthy
37.2,15.9,16,11464,4.7,3,74,1.6,14.3,7,4,healthy
38,14.8,37,11203,4,3,48,2.8,12,6,4,healthy
39.8,13.5,30,12563,3.2,3,54,2.5,11.1,5.8,4,healthy
38.2,22.6,22,10773,4.5,1,83,2.3,13.5,7,4,healthy
39.6,5.1,14,6341,7.2,1,53,1.5,16,4.8,1,unhealthy
37.7,8.5,21,13257,5.1,1,75,2.8,11.3,6.8,3,healthy
37.9,23.7,18,13148,4.4,3,73,2.9,12.2,7,5,healthy
38.8,9.1,14,6030,7.1,3,54,1.3,13.6,5.7,3,unhealthy
39.5,14.4,19,5501,6.9,3,61,1.3,14.8,5.1,2,healthy
38,19.6,37,12994,4.4,3,83,1.8,12.6,6.2,2,healthy
38.3,24.8,43,13087,3.3,3,55,2.8,10.8,6.4,4,healthy
39.2,11.4,24,12510,7.2,2,46,1.3,14.7,6.5,2,healthy
39.2,19.4,22,6859,7.1,1,50,1.3,14.8,3.9,3,unhealthy
39.1,8,17,5004,7.2,3,41,1.3,14.4,6.1,2,unhealthy
39.1,15.3,21,5106,7.2,3,50,1.3,13.4,4.1,2,unhealthy
39.6,15,21,7375,7.2,2,42,1.8,14,4.2,3,unhealthy
39.1,15.1,26,12150,3.3,1,54,1.3,13.7,6.6,3,unhealthy
37.9,13.9,23,12821,4.4,3,67,2.7,12.4,6.7,4,healthy
37.9,20.6,25,12784,4.3,1,72,3.8,11.1,7,4,healthy
39.7,11.9,14,5218,4.2,3,47,2.3,6,6.5,3,healthy
38,20.4,36,13031,3.4,3,64,2.8,12.2,7,4,healthy
38.1,11.4,17,12318,4.2,3,53,2.8,11.9,7,3,unhealthy
37.8,13.9,14,11264,4.3,1,64,1.3,13.5,5.4,3,healthy
39.1,15.7,14,6099,7.1,1,47,2,13.9,4,2,unhealthy
39.5,11,14,6141,7.2,3,50,1.5,14.7,3.7,2,unhealthy
37.9,10.6,24,13204,4.4,2,80,2.1,12.2,6.5,4,healthy
39,5.1,16,13257,7.2,3,51,1.7,13.8,5.7,2,unhealthy
39.1,10.3,14,7498,6.8,3,43,1.4,14.3,5.8,2,unhealthy
37.8,11.1,35,13257,4.2,3,83,2.8,13.3,7,4,healthy
39.2,15.1,17,5004,7.2,3,40,2.6,13.8,3.6,3,unhealthy
38,22.5,38,12218,3,1,62,1.7,12,4.9,4,healthy
38,12.3,31,11949,4.3,1,52,1.6,14,5.9,3,healthy
39,9.5,17,5004,4.3,2,43,1.9,14.7,5.4,1,healthy
38.7,7.9,14,5168,7.2,2,49,1.5,13.8,4.5,3,unhealthy
39.7,8.2,14,5286,7.1,3,45,1.3,14.7,4.7,3,unhealthy
39.2,11.1,14,5160,7,4,44,1.3,14.4,3,3,unhealthy
39.9,14.8,14,5488,7.1,3,54,2.8,15.6,4.9,2,unhealthy
39.3,5.1,14,6314,7.2,3,38,1.3,14.5,4.9,3,unhealthy
37.9,20.6,34,12305,3.8,1,77,3.1,11.2,7,3,healthy
39.3,6.2,14,6859,5.9,3,40,1.6,12.3,4.8,3,unhealthy
37.7,20.7,17,11544,4.5,1,83,3.4,12.8,7,4,healthy
39.9,5.1,14,5320,7.2,2,43,1.3,14.6,4,3,unhealthy
39.1,11.2,14,5868,6.8,3,42,1.3,14.8,4.8,2,unhealthy
39.2,20.3,21,6776,3.8,1,50,2.2,13.5,4.8,2,unhealthy
39.3,11.4,20,5875,7.1,3,39,1.7,15,4.3,4,unhealthy
39.3,11.2,30,5992,6.6,2,40,2.4,15.2,5.1,4,unhealthy
38,14.9,27,8002,3.5,2,59,2.4,6,6.5,4,healthy
39.2,5.5,25,5852,7.2,3,45,2.3,15,6.9,3,unhealthy
39.2,16.4,14,5966,7.2,1,53,1.3,14.6,5.4,1,unhealthy
